"produto_id","nome_produto","categoria_produto","preco_produto","fornecedor_id","nome_fornecedor","endereco_fornecedor","telefone_fornecedor","loja_id","nome_loja","endereco_loja","cidade_loja","quantidade_estoque","data_estoque"
685,"Produto 685","Categoria 1",6850.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",35,"2022-08-12"
686,"Produto 686","Categoria 2",6860.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",36,"2022-08-11"
687,"Produto 687","Categoria 3",6870.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",37,"2022-08-10"
688,"Produto 688","Categoria 4",6880.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",38,"2022-08-09"
689,"Produto 689","Categoria 5",6890.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",39,"2022-08-08"
690,"Produto 690","Categoria 1",6900.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",40,"2022-08-07"
691,"Produto 691","Categoria 2",6910.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",41,"2022-08-06"
692,"Produto 692","Categoria 3",6920.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",42,"2022-08-05"
693,"Produto 693","Categoria 4",6930.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",43,"2022-08-04"
694,"Produto 694","Categoria 5",6940.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",44,"2022-08-03"
695,"Produto 695","Categoria 1",6950.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",45,"2022-08-02"
696,"Produto 696","Categoria 2",6960.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",46,"2022-08-01"
697,"Produto 697","Categoria 3",6970.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",47,"2022-07-31"
698,"Produto 698","Categoria 4",6980.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",48,"2022-07-30"
699,"Produto 699","Categoria 5",6990.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",49,"2022-07-29"
700,"Produto 700","Categoria 1",7000.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",0,"2022-07-28"
701,"Produto 701","Categoria 2",7010.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",1,"2022-07-27"
702,"Produto 702","Categoria 3",7020.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",2,"2022-07-26"
703,"Produto 703","Categoria 4",7030.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",3,"2022-07-25"
704,"Produto 704","Categoria 5",7040.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",4,"2022-07-24"
705,"Produto 705","Categoria 1",7050.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",5,"2022-07-23"
706,"Produto 706","Categoria 2",7060.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",6,"2022-07-22"
707,"Produto 707","Categoria 3",7070.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",7,"2022-07-21"
708,"Produto 708","Categoria 4",7080.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",8,"2022-07-20"
709,"Produto 709","Categoria 5",7090.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",9,"2022-07-19"
710,"Produto 710","Categoria 1",7100.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",10,"2022-07-18"
711,"Produto 711","Categoria 2",7110.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",11,"2022-07-17"
712,"Produto 712","Categoria 3",7120.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",12,"2022-07-16"
713,"Produto 713","Categoria 4",7130.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",13,"2022-07-15"
714,"Produto 714","Categoria 5",7140.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",14,"2022-07-14"
715,"Produto 715","Categoria 1",7150.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",15,"2022-07-13"
716,"Produto 716","Categoria 2",7160.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",16,"2022-07-12"
717,"Produto 717","Categoria 3",7170.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",17,"2022-07-11"
718,"Produto 718","Categoria 4",7180.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",18,"2022-07-10"
719,"Produto 719","Categoria 5",7190.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",19,"2022-07-09"
720,"Produto 720","Categoria 1",7200.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",20,"2022-07-08"
721,"Produto 721","Categoria 2",7210.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",21,"2022-07-07"
722,"Produto 722","Categoria 3",7220.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",22,"2022-07-06"
723,"Produto 723","Categoria 4",7230.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",23,"2022-07-05"
724,"Produto 724","Categoria 5",7240.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",24,"2022-07-04"
725,"Produto 725","Categoria 1",7250.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",25,"2022-07-03"
726,"Produto 726","Categoria 2",7260.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",26,"2022-07-02"
727,"Produto 727","Categoria 3",7270.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",27,"2022-07-01"
728,"Produto 728","Categoria 4",7280.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",28,"2022-06-30"
729,"Produto 729","Categoria 5",7290.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",29,"2022-06-29"
730,"Produto 730","Categoria 1",7300.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",30,"2023-06-28"
731,"Produto 731","Categoria 2",7310.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",31,"2023-06-27"
732,"Produto 732","Categoria 3",7320.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",32,"2023-06-26"
733,"Produto 733","Categoria 4",7330.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",33,"2023-06-25"
734,"Produto 734","Categoria 5",7340.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",34,"2023-06-24"
735,"Produto 735","Categoria 1",7350.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",35,"2023-06-23"
736,"Produto 736","Categoria 2",7360.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",36,"2023-06-22"
737,"Produto 737","Categoria 3",7370.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",37,"2023-06-21"
738,"Produto 738","Categoria 4",7380.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",38,"2023-06-20"
739,"Produto 739","Categoria 5",7390.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",39,"2023-06-19"
740,"Produto 740","Categoria 1",7400.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",40,"2023-06-18"
741,"Produto 741","Categoria 2",7410.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",41,"2023-06-17"
742,"Produto 742","Categoria 3",7420.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",42,"2023-06-16"
743,"Produto 743","Categoria 4",7430.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",43,"2023-06-15"
744,"Produto 744","Categoria 5",7440.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",44,"2023-06-14"
745,"Produto 745","Categoria 1",7450.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",45,"2023-06-13"
746,"Produto 746","Categoria 2",7460.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",46,"2023-06-12"
747,"Produto 747","Categoria 3",7470.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",47,"2023-06-11"
748,"Produto 748","Categoria 4",7480.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",48,"2023-06-10"
749,"Produto 749","Categoria 5",7490.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",49,"2023-06-09"
750,"Produto 750","Categoria 1",7500.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",0,"2023-06-08"
751,"Produto 751","Categoria 2",7510.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",1,"2023-06-07"
752,"Produto 752","Categoria 3",7520.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",2,"2023-06-06"
753,"Produto 753","Categoria 4",7530.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",3,"2023-06-05"
754,"Produto 754","Categoria 5",7540.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",4,"2023-06-04"
755,"Produto 755","Categoria 1",7550.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",5,"2023-06-03"
756,"Produto 756","Categoria 2",7560.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",6,"2023-06-02"
757,"Produto 757","Categoria 3",7570.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",7,"2023-06-01"
758,"Produto 758","Categoria 4",7580.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",8,"2023-05-31"
759,"Produto 759","Categoria 5",7590.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",9,"2023-05-30"
760,"Produto 760","Categoria 1",7600.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",10,"2023-05-29"
761,"Produto 761","Categoria 2",7610.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",11,"2023-05-28"
762,"Produto 762","Categoria 3",7620.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",12,"2023-05-27"
763,"Produto 763","Categoria 4",7630.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",13,"2023-05-26"
764,"Produto 764","Categoria 5",7640.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",14,"2023-05-25"
765,"Produto 765","Categoria 1",7650.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",15,"2023-05-24"
766,"Produto 766","Categoria 2",7660.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",16,"2023-05-23"
767,"Produto 767","Categoria 3",7670.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",17,"2023-05-22"
768,"Produto 768","Categoria 4",7680.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",18,"2023-05-21"
769,"Produto 769","Categoria 5",7690.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",19,"2023-05-20"
770,"Produto 770","Categoria 1",7700.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",20,"2023-05-19"
771,"Produto 771","Categoria 2",7710.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",21,"2023-05-18"
772,"Produto 772","Categoria 3",7720.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",22,"2023-05-17"
773,"Produto 773","Categoria 4",7730.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",23,"2023-05-16"
774,"Produto 774","Categoria 5",7740.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",24,"2023-05-15"
775,"Produto 775","Categoria 1",7750.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",25,"2023-05-14"
776,"Produto 776","Categoria 2",7760.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",26,"2023-05-13"
777,"Produto 777","Categoria 3",7770.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",27,"2023-05-12"
778,"Produto 778","Categoria 4",7780.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",28,"2023-05-11"
779,"Produto 779","Categoria 5",7790.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",29,"2023-05-10"
780,"Produto 780","Categoria 1",7800.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",30,"2023-05-09"
781,"Produto 781","Categoria 2",7810.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",31,"2023-05-08"
782,"Produto 782","Categoria 3",7820.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",32,"2023-05-07"
783,"Produto 783","Categoria 4",7830.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",33,"2023-05-06"
784,"Produto 784","Categoria 5",7840.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",34,"2023-05-05"
785,"Produto 785","Categoria 1",7850.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",35,"2023-05-04"
786,"Produto 786","Categoria 2",7860.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",36,"2023-05-03"
787,"Produto 787","Categoria 3",7870.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",37,"2023-05-02"
788,"Produto 788","Categoria 4",7880.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",38,"2023-05-01"
789,"Produto 789","Categoria 5",7890.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",39,"2023-04-30"
790,"Produto 790","Categoria 1",7900.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",40,"2023-04-29"
791,"Produto 791","Categoria 2",7910.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",41,"2023-04-28"
792,"Produto 792","Categoria 3",7920.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",42,"2023-04-27"
793,"Produto 793","Categoria 4",7930.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",43,"2023-04-26"
794,"Produto 794","Categoria 5",7940.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",44,"2023-04-25"
795,"Produto 795","Categoria 1",7950.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",45,"2023-04-24"
796,"Produto 796","Categoria 2",7960.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",46,"2023-04-23"
797,"Produto 797","Categoria 3",7970.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",47,"2023-04-22"
798,"Produto 798","Categoria 4",7980.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",48,"2023-04-21"
799,"Produto 799","Categoria 5",7990.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",49,"2023-04-20"
800,"Produto 800","Categoria 1",8000.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",0,"2023-04-19"
801,"Produto 801","Categoria 2",8010.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",1,"2023-04-18"
802,"Produto 802","Categoria 3",8020.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",2,"2023-04-17"
803,"Produto 803","Categoria 4",8030.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",3,"2023-04-16"
804,"Produto 804","Categoria 5",8040.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",4,"2023-04-15"
805,"Produto 805","Categoria 1",8050.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",5,"2023-04-14"
806,"Produto 806","Categoria 2",8060.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",6,"2023-04-13"
807,"Produto 807","Categoria 3",8070.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",7,"2023-04-12"
808,"Produto 808","Categoria 4",8080.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",8,"2023-04-11"
809,"Produto 809","Categoria 5",8090.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",9,"2023-04-10"
810,"Produto 810","Categoria 1",8100.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",10,"2023-04-09"
811,"Produto 811","Categoria 2",8110.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",11,"2023-04-08"
812,"Produto 812","Categoria 3",8120.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",12,"2023-04-07"
813,"Produto 813","Categoria 4",8130.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",13,"2023-04-06"
814,"Produto 814","Categoria 5",8140.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",14,"2023-04-05"
815,"Produto 815","Categoria 1",8150.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",15,"2023-04-04"
816,"Produto 816","Categoria 2",8160.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",16,"2023-04-03"
817,"Produto 817","Categoria 3",8170.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",17,"2023-04-02"
818,"Produto 818","Categoria 4",8180.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",18,"2023-04-01"
819,"Produto 819","Categoria 5",8190.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",19,"2023-03-31"
820,"Produto 820","Categoria 1",8200.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",20,"2023-03-30"
821,"Produto 821","Categoria 2",8210.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",21,"2023-03-29"
822,"Produto 822","Categoria 3",8220.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",22,"2023-03-28"
823,"Produto 823","Categoria 4",8230.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",23,"2023-03-27"
824,"Produto 824","Categoria 5",8240.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",24,"2023-03-26"
825,"Produto 825","Categoria 1",8250.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",25,"2023-03-25"
826,"Produto 826","Categoria 2",8260.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",26,"2023-03-24"
827,"Produto 827","Categoria 3",8270.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",27,"2023-03-23"
828,"Produto 828","Categoria 4",8280.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",28,"2023-03-22"
829,"Produto 829","Categoria 5",8290.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",29,"2023-03-21"
830,"Produto 830","Categoria 1",8300.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",30,"2023-03-20"
831,"Produto 831","Categoria 2",8310.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",31,"2023-03-19"
832,"Produto 832","Categoria 3",8320.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",32,"2023-03-18"
833,"Produto 833","Categoria 4",8330.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",33,"2023-03-17"
834,"Produto 834","Categoria 5",8340.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",34,"2023-03-16"
835,"Produto 835","Categoria 1",8350.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",35,"2023-03-15"
836,"Produto 836","Categoria 2",8360.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",36,"2023-03-14"
837,"Produto 837","Categoria 3",8370.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",37,"2023-03-13"
838,"Produto 838","Categoria 4",8380.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",38,"2023-03-12"
839,"Produto 839","Categoria 5",8390.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",39,"2023-03-11"
840,"Produto 840","Categoria 1",8400.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",40,"2023-03-10"
841,"Produto 841","Categoria 2",8410.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",41,"2023-03-09"
842,"Produto 842","Categoria 3",8420.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",42,"2023-03-08"
843,"Produto 843","Categoria 4",8430.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",43,"2023-03-07"
844,"Produto 844","Categoria 5",8440.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",44,"2023-03-06"
845,"Produto 845","Categoria 1",8450.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",45,"2023-03-05"
846,"Produto 846","Categoria 2",8460.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",46,"2023-03-04"
847,"Produto 847","Categoria 3",8470.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",47,"2023-03-03"
848,"Produto 848","Categoria 4",8480.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",48,"2023-03-02"
849,"Produto 849","Categoria 5",8490.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",49,"2023-03-01"
850,"Produto 850","Categoria 1",8500.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",0,"2023-02-28"
851,"Produto 851","Categoria 2",8510.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",1,"2023-02-27"
852,"Produto 852","Categoria 3",8520.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",2,"2023-02-26"
853,"Produto 853","Categoria 4",8530.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",3,"2023-02-25"
854,"Produto 854","Categoria 5",8540.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",4,"2023-02-24"
855,"Produto 855","Categoria 1",8550.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",5,"2023-02-23"
